,Unnamed: 0,line-num,pred-model,fill-model,premise,hypothesis,mask-filled,token_changes,fill_prob,n_gram,Word2Vec-Score,Bert-Score,gold-label,token-similarity,orig-label,new-label,orig-label-prob,same-label-prob,new-label-prob,label-changed,same-label-prob-diff
113,113,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is, however, a significant degree of similarity between all types of case studies.","('is a clear', 'is, however, a significant degree of')",9.74%,3,0.9696560623800758,0.9650801420211792,2,0.7966403901005656,contradiction,neutral,0.99,0.04,0.95,True,0.95
114,114,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,There is also a wide range of methodological differences between all types of case studies.,"('a clear similarity', 'also a wide range of methodological differences')",10.3%,3,0.9656481958331988,0.9462861418724059,2,0.7331742116587278,contradiction,neutral,1.0,0.0,0.99,True,1.0
116,116,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,There is a clear difference between all types of case studies.,"('similarity', 'difference')",10.25%,1,0.990746248339322,0.9836608171463012,2,0.4574967733728227,contradiction,entailment,1.0,0.01,0.79,True,0.99
117,117,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,There is a great deal of overlap and overlap between all types of case studies.,"('clear similarity', 'great deal of overlap and')",9.94%,2,0.9705436927361786,0.9529544711112976,2,0.585750758187207,contradiction,neutral,1.0,0.38,0.61,True,0.62
118,118,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,There is a clear need for a systematic approach that considers all types of case studies.,"('similarity between', 'a need for systematic approach that considers')",9.94%,2,0.9590396687820356,0.9396705627441406,2,0.5033177327817132,contradiction,neutral,0.99,0.0,0.99,True,0.99
119,119,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,There is a wide range of methodological differences between all types of case studies. ,"('a clear similarity', 'a wide range of methodological differences ')",9.67%,3,0.963009785355597,0.9533792734146118,2,0.7144837520062338,contradiction,entailment,0.99,0.0,0.84,True,0.99
121,121,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,There is a clear distinction between the two types of case studies.,"('similarity between all', 'distinction between the two')",9.99%,3,0.9821685438768136,0.9591713547706604,2,0.8183542005459618,contradiction,neutral,1.0,0.17,0.51,True,0.83
128,128,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is a clear similarity between all types of case studies, however, as shown by the following case studies.","('case', 'case studies, however, as shown by the following')",9.85%,1,0.9741508801067876,0.9640594720840454,2,0.6304212363518923,contradiction,neutral,1.0,0.42,0.58,True,0.5800000000000001
129,129,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is a clear similarity between all types of case studies, however, as shown by the following case studies.","('of case', 'of case studies, however, as shown by the following')",9.84%,2,0.9741508801067876,0.9640594720840454,2,0.7909992649443653,contradiction,neutral,1.0,0.26,0.74,True,0.74
130,130,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is a clear similarity between all types of. However, there are also some differences.","('case studies', 'of. However, there are also some differences.')",9.15%,2,0.9664329464478746,0.9421212077140808,2,0.6176826938032643,contradiction,neutral,1.0,0.14,0.84,True,0.86
135,135,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is a clear similarity between all types of. However, there are also some differences.","('case studies', 'of. However, there are also some differences.')",9.15%,2,0.9664329464478746,0.9421212077140808,2,0.6176826938032643,contradiction,neutral,1.0,0.05,0.91,True,0.95
136,136,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is a clear similarity between all types of case study, however:","('studies.', 'study, however:')",9.64%,2,0.9809527039589788,0.9732170104980468,2,0.7259665473030674,contradiction,neutral,1.0,0.25,0.75,True,0.75
138,138,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is a clear similarity between all types of case studies, however.","('case studies.', 'case studies, however.')",9.88%,3,0.9918674039432052,0.9862058162689208,2,0.9346610225188448,contradiction,neutral,0.99,0.18,0.82,True,0.81
139,139,365469,mnli-roberta,BartLargeMNLI,"We discussed six types of case study that differ considerably in their requirements for site selection, data collection, and analysis, among other things.",There is a clear similarity between all types of case studies.,"There is a clear similarity between all types of case study, however:","('studies.', 'study, however:')",9.64%,3,0.9809527039589788,0.9732170104980468,2,0.7259665473030674,contradiction,neutral,1.0,0.28,0.71,True,0.72
144,144,235513,mnli-roberta,BartLargeMNLI,lack of pricing flexibility has contributed to the Postal Service's failure.,The Postal Service is thriving and requires no fixing.,"The Postal Service is broken, and the problem requires no fixing.","('is thriving and', 'is broken, and the problem')",9.8%,3,0.9657853777338804,0.9600399732589722,2,0.7748633461887323,contradiction,neutral,1.0,0.3,0.58,True,0.7
149,149,235513,mnli-roberta,BartLargeMNLI,lack of pricing flexibility has contributed to the Postal Service's failure.,The Postal Service is thriving and requires no fixing.,"The Postal Service is broken, and there is no fixing.","('thriving and requires', 'is broken, and there')",10.1%,3,0.9585556973282314,0.9459081292152404,2,0.7162121214363466,contradiction,neutral,1.0,0.04,0.9,True,0.96
165,165,34408,mnli-roberta,BartLargeMNLI,"Postal Service First-Class/Priority Rates were applied to inbound mail, the Commission tried to identify the corresponding rates for the FPAs.",First Class/Priority Rates were applied to inbound mail.,First Class/Priority Rates were applied to inbound mail and Priority Rates were applied to outbound mail.,"('to inbound', 'Rates were applied to inbound mail and Priority outbound')",9.62%,2,0.9878811104875548,0.9510509371757508,0,0.8169289271256429,entailment,contradiction,0.98,0.02,0.91,True,0.96
167,167,34408,mnli-roberta,BartLargeMNLI,"Postal Service First-Class/Priority Rates were applied to inbound mail, the Commission tried to identify the corresponding rates for the FPAs.",First Class/Priority Rates were applied to inbound mail.," First Class/Priority Rates were applied to outbound mail, the Commission tried to identify the corresponding rates for the FPAs. ","('applied to inbound', ' applied to outbound mail, the Commission tried identify corresponding rates for FPAs.')",10.05%,3,0.9540240080057888,0.9368647933006288,0,0.8194039948835408,entailment,contradiction,0.98,0.11,0.84,True,0.87
181,181,286342,mnli-roberta,BartLargeMNLI,"'Lincoln's here,' I said to White, as soon as I found our cabin.",I told White that Lincoln had disappeared.,I told White that Lincoln had. ,"('disappeared', 'had. ')",10.76%,1,0.9855589050785292,0.9650766253471376,2,0.5026851073657856,contradiction,entailment,0.98,0.01,0.95,True,0.97
182,182,286342,mnli-roberta,BartLargeMNLI,"'Lincoln's here,' I said to White, as soon as I found our cabin.",I told White that Lincoln had disappeared.,I told White that Lincoln.  I told White that,"('had disappeared', 'I told White that Lincoln. ')",9.05%,2,0.9616076496637886,0.8870828747749329,2,0.5809256068717746,contradiction,entailment,1.0,0.1,0.82,True,0.9
184,184,286342,mnli-roberta,BartLargeMNLI,"'Lincoln's here,' I said to White, as soon as I found our cabin.",I told White that Lincoln had disappeared., I told White that. I told him that. ,"('Lincoln had disappeared', ' I told that. him')",9.82%,3,0.9360565466331902,0.905784785747528,2,0.6239732422258045,contradiction,entailment,1.0,0.01,0.96,True,0.99
186,186,286342,mnli-roberta,BartLargeMNLI,"'Lincoln's here,' I said to White, as soon as I found our cabin.",I told White that Lincoln had disappeared.,I told White that Lincoln had come to visit. ,"('disappeared.', 'come to visit. ')",9.86%,3,0.9462224711579722,0.959625244140625,2,0.6278841746188437,contradiction,neutral,1.0,0.0,0.95,True,1.0
187,187,315663,mnli-roberta,BartLargeMNLI,This 4 percent increase in demand over a nearly 20-year period can easily be met.,Demand can easily be raised by 4 percent in 20 years.,"In other words, the demand for electricity can easily be raised by 4 percent in 20 years.","('Demand', 'In other words, the demand for electricity')",9.16%,1,0.9721045578666206,0.935628056526184,0,0.6974933966606491,entailment,neutral,0.99,0.01,0.99,True,0.98
188,188,315663,mnli-roberta,BartLargeMNLI,This 4 percent increase in demand over a nearly 20-year period can easily be met.,Demand can easily be raised by 4 percent in 20 years.,The demand for electricity can easily be raised by 4 percent in 20 years. ,"('Demand can', 'The demand for electricity can ')",9.96%,2,0.9838376962774787,0.9495354294776917,0,0.8850924887522584,entailment,neutral,0.97,0.01,0.99,True,0.96
189,189,315663,mnli-roberta,BartLargeMNLI,This 4 percent increase in demand over a nearly 20-year period can easily be met.,Demand can easily be raised by 4 percent in 20 years.,"In other words, the price of gasoline can be raised by 4 percent in 20 years.","('Demand can easily', 'In other words, the price of gasoline can')",9.94%,3,0.9557379613556852,0.926910400390625,0,0.7493578409429551,entailment,neutral,0.97,0.02,0.96,True,0.95
191,191,315663,mnli-roberta,BartLargeMNLI,This 4 percent increase in demand over a nearly 20-year period can easily be met.,Demand can easily be raised by 4 percent in 20 years.,"In other words, the price of oil can easily be raised by 4 percent in 20 years.","('Demand can', 'In other words, the price of oil can')",10.11%,2,0.9609051580102368,0.9416903853416444,0,0.7495957192715971,entailment,neutral,0.97,0.01,0.99,True,0.96
213,213,301476,mnli-roberta,BartLargeMNLI,"I think Mrs. Vandemeyer's boudoir would be the most comfortable, she said at last, and led the way there.",She refused to take anyone to Mrs. Vandemeyer's bedroom. ,She didn't have to tell me twice to take anyone to Mrs. Vandemeyer's bedroom.,"('refused', ""didn't have to tell me twice"")",9.68%,1,0.9659308403634213,0.9456328749656676,2,0.5531715628302679,contradiction,entailment,1.0,0.1,0.46,True,0.9
218,218,301476,mnli-roberta,BartLargeMNLI,"I think Mrs. Vandemeyer's boudoir would be the most comfortable, she said at last, and led the way there.",She refused to take anyone to Mrs. Vandemeyer's bedroom. ,She refused to look back as she walked with anyone to Mrs. Vandemeyer's bedroom.,"('take', 'look back as she walked with')",9.76%,1,0.9690241905651886,0.9441143274307252,2,0.6691028426083782,contradiction,neutral,1.0,0.47,0.52,True,0.53
220,220,301476,mnli-roberta,BartLargeMNLI,"I think Mrs. Vandemeyer's boudoir would be the most comfortable, she said at last, and led the way there.",She refused to take anyone to Mrs. Vandemeyer's bedroom. ,She refused to look at me as she led me to Mrs. Vandemeyer's bedroom.,"('take anyone', 'look at me as she led')",10.25%,2,0.9609279014877926,0.9473289251327516,2,0.7386183330538778,contradiction,neutral,1.0,0.12,0.88,True,0.88
222,222,301476,mnli-roberta,BartLargeMNLI,"I think Mrs. Vandemeyer's boudoir would be the most comfortable, she said at last, and led the way there.",She refused to take anyone to Mrs. Vandemeyer's bedroom. ,She refused to look back as she walked to Mrs. Vandemeyer's bedroom.,"('to take anyone', 'to look back as she walked')",9.85%,3,0.9615879968718992,0.9455458521842957,2,0.7834226043255536,contradiction,neutral,1.0,0.42,0.58,True,0.5800000000000001
230,230,379149,mnli-roberta,BartLargeMNLI,"Starr's setup may be a perjury trap, but that does not necessarily mean it's unfair.",The bear escaped the trap.,The good news is that he escaped the trap.,"('bear', 'good news is that he')",10.0%,1,0.8967832288540887,0.9121604561805724,2,0.4465380473894925,contradiction,neutral,0.77,0.39,0.59,True,0.38
231,231,379149,mnli-roberta,BartLargeMNLI,"Starr's setup may be a perjury trap, but that does not necessarily mean it's unfair.",The bear escaped the trap.,"In the end, he escaped the trap.","('The bear', 'In the end, he')",9.94%,2,0.9189607543991992,0.9168806076049804,2,0.7095451111934319,contradiction,neutral,0.81,0.0,0.99,True,0.81
232,232,379149,mnli-roberta,BartLargeMNLI,"Starr's setup may be a perjury trap, but that does not necessarily mean it's unfair.",The bear escaped the trap.,The jury will decide whether or not to believe the trap.,"('bear escaped', 'jury will decide whether or not to believe')",9.66%,2,0.8052845171259135,0.8754506707191467,2,0.4620636130914824,contradiction,neutral,0.94,0.01,0.99,True,0.9299999999999999
234,234,379149,mnli-roberta,BartLargeMNLI,"Starr's setup may be a perjury trap, but that does not necessarily mean it's unfair.",The bear escaped the trap.,The question is whether it is a trap.,"('bear escaped the', 'question is whether it a')",9.81%,3,0.8080305622583607,0.8866792917251587,2,0.6035692139876966,contradiction,entailment,0.91,0.04,0.55,True,0.87
235,235,379149,mnli-roberta,BartLargeMNLI,"Starr's setup may be a perjury trap, but that does not necessarily mean it's unfair.",The bear escaped the trap.,The bear may not even have been caught in the trap.,"('escaped', 'may not even have been caught in')",9.98%,1,0.8818593985968687,0.9273219704627992,2,0.4192849021435395,contradiction,neutral,0.86,0.21,0.78,True,0.65
236,236,379149,mnli-roberta,BartLargeMNLI,"Starr's setup may be a perjury trap, but that does not necessarily mean it's unfair.",The bear escaped the trap.,The jury will decide whether or not Starr fell into the trap.,"('bear escaped', 'jury will decide whether or not Starr fell into')",9.78%,2,0.8429197466044487,0.8750780820846558,2,0.5488123112060351,contradiction,neutral,0.85,0.0,0.99,True,0.85
239,239,379149,mnli-roberta,BartLargeMNLI,"Starr's setup may be a perjury trap, but that does not necessarily mean it's unfair.",The bear escaped the trap., The question is whether it's a good trap. ,"('bear escaped the', "" question is whether it's a good"")",10.24%,3,0.8096230754458774,0.8812135457992554,2,0.6072564689252841,contradiction,neutral,0.75,0.02,0.62,True,0.73
247,247,257207,mnli-roberta,BartLargeMNLI,"For those wanting to eat on the move, there is the Seri Angkasa revolving restaurant on the level above.",The Seri Angkasa stays completely still.,The Seri Angkasa revolving restaurant on the level above is not completely still. ,"('stays', 'revolving restaurant on the level above is not ')",9.64%,1,0.8733556692699012,0.9209600687026978,2,0.4650592195031296,contradiction,entailment,1.0,0.0,0.87,True,1.0
248,248,257207,mnli-roberta,BartLargeMNLI,"For those wanting to eat on the move, there is the Seri Angkasa revolving restaurant on the level above.",The Seri Angkasa stays completely still.,The Seri Angkasa revolving restaurant on the level above is not completely still.,"('Angkasa stays', 'Angkasa revolving restaurant on the level above is not')",9.91%,2,0.8733556692699012,0.9209600687026978,2,0.4650591375733323,contradiction,entailment,1.0,0.0,0.97,True,1.0
249,249,257207,mnli-roberta,BartLargeMNLI,"For those wanting to eat on the move, there is the Seri Angkasa revolving restaurant on the level above.",The Seri Angkasa stays completely still.,The Seri Angkasa revolving restaurant is on the level above still.,"('stays completely', 'revolving restaurant is on the level above')",10.23%,2,0.8312854199979551,0.9118583202362059,2,0.5727492398129426,contradiction,entailment,1.0,0.17,0.71,True,0.83
250,250,257207,mnli-roberta,BartLargeMNLI,"For those wanting to eat on the move, there is the Seri Angkasa revolving restaurant on the level above.",The Seri Angkasa stays completely still.,"The restaurant, however, does not sit completely still.","('Seri Angkasa stays', 'restaurant, however, does not sit')",9.65%,3,0.8353909198955235,0.8738679885864258,2,0.20860323954948887,contradiction,entailment,1.0,0.0,0.95,True,1.0
251,251,257207,mnli-roberta,BartLargeMNLI,"For those wanting to eat on the move, there is the Seri Angkasa revolving restaurant on the level above.",The Seri Angkasa stays completely still.,The Seri Angkasa revolving restaurant on the level above is open still.,"('Angkasa stays completely', 'Angkasa revolving restaurant on the level above is open')",10.17%,3,0.8325153183524965,0.919423520565033,2,0.5906569467761065,contradiction,neutral,1.0,0.02,0.78,True,0.98
255,255,2965,mnli-roberta,BartLargeMNLI,"Jon stabbed into the man's eye and, drawing it out, across his throat.",Jon stabbed the man in the left toe. ,Jon then kicked the man in the left toe.,"('stabbed the', 'then kicked the')",9.74%,2,0.9727243862799372,0.967477798461914,2,0.7285936937208499,contradiction,neutral,0.98,0.21,0.79,True,0.77
257,257,2965,mnli-roberta,BartLargeMNLI,"Jon stabbed into the man's eye and, drawing it out, across his throat.",Jon stabbed the man in the left toe. , Jon then kicked the man in the left toe. ,"('stabbed the man', ' then kicked the man')",10.04%,3,0.9727243490429672,0.967477798461914,2,0.8609481069498374,contradiction,neutral,0.99,0.35,0.65,True,0.64
268,268,2965,mnli-roberta,BartLargeMNLI,"Jon stabbed into the man's eye and, drawing it out, across his throat.",Jon stabbed the man in the left toe. ,Jon stabbed the man in. ,"('the left toe', 'in.')",10.06%,3,0.9376788374400408,0.94684636592865,2,0.4850958617154769,contradiction,entailment,0.98,0.04,0.89,True,0.94
273,273,2965,mnli-roberta,BartLargeMNLI,"Jon stabbed into the man's eye and, drawing it out, across his throat.",Jon stabbed the man in the left toe. ,  Jon stabbed the man in. ,"('the left toe', ' in.')",10.19%,3,0.9376789112009396,0.94684636592865,2,0.4850958495646074,contradiction,entailment,0.99,0.03,0.92,True,0.96
274,274,2965,mnli-roberta,BartLargeMNLI,"Jon stabbed into the man's eye and, drawing it out, across his throat.",Jon stabbed the man in the left toe. ,"Jon stabbed the man in the face and, drawing it out,","('left toe.', 'face and, drawing it out,')",9.74%,3,0.9096227815286302,0.9151729941368104,2,0.6337339350975378,contradiction,entailment,0.99,0.12,0.77,True,0.87
276,276,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside.,Keswick is about a ten-minute drive on foot from Lakeside.,"('accessible', 'about a ten-minute drive')",9.66%,1,0.8781844330492606,0.9410665035247804,0,0.3465162523933954,entailment,contradiction,0.93,0.04,0.89,True,0.89
278,278,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside.,Keswick is about a ten-minute walk on foot from Lakeside.,"('accessible on', 'about a ten-minute walk on')",9.92%,2,0.8823507868982181,0.9490205645561218,0,0.6063972717767343,entailment,contradiction,0.87,0.04,0.75,True,0.83
280,280,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside.,Keswick is also accessible by foot from Lakeside.,"('is accessible on', 'is also accessible by')",9.78%,3,0.9603541520346413,0.981517493724823,0,0.8686332337716453,entailment,neutral,0.82,0.14,0.81,True,0.6799999999999999
281,281,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside.,Keswick is a five-minute walk from Lakeside.,"('accessible on foot', 'a five-minute walk')",9.89%,3,0.862709874613771,0.9378930330276488,0,0.593473989144843,entailment,contradiction,0.93,0.27,0.69,True,0.66
283,283,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside.,Keswick is accessible by car from Lakeside.,"('on foot', 'by car')",9.64%,2,0.9118304489251138,0.9763250946998596,0,0.4139276703573068,entailment,contradiction,0.92,0.01,0.81,True,0.91
284,284,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside., Keswick is accessible on foot or by car from Lakeside. ,"('foot from', ' foot or by car from')",10.4%,2,0.9477633089999667,0.972239911556244,0,0.8178107123995557,entailment,neutral,0.95,0.05,0.94,True,0.8999999999999999
285,285,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside.,Keswick is about a ten-minute walk from Lakeside.,"('accessible on foot', 'about a ten-minute walk')",9.92%,3,0.8470405513375734,0.932933747768402,0,0.5997889239704903,entailment,contradiction,0.84,0.09,0.67,True,0.75
286,286,16431,mnli-roberta,BartLargeMNLI,"Lakeside is just a five-minute walk from Keswick, via a footpath that leads along the shore line.",Keswick is accessible on foot from Lakeside., Keswick is accessible by road from Lakeside. ,"('on foot from', ' by road from')",10.36%,3,0.9248503930912066,0.9763965010643004,0,0.6946421954337728,entailment,contradiction,0.93,0.01,0.92,True,0.92
292,292,242794,mnli-roberta,BartLargeMNLI,Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA., Change in national saving represents the change in lifestyle by the everyday person,Change in personal saving represents the change in lifestyle by the everyday person.,"('Change in national', 'Change in personal person.')",9.14%,3,0.9851141115439356,0.9709639549255372,1,0.7824554612162475,entailment,neutral,0.5,0.05,0.65,True,0.45
293,293,242794,mnli-roberta,BartLargeMNLI,Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA., Change in national saving represents the change in lifestyle by the everyday person, Change in personal saving represents the change in lifestyle by the everyday person  Change in government saving represents the change in lifestyle by the everyday person,"('national', ' Change in personal saving represents the change lifestyle by everyday person government')",10.2%,1,0.9931110391452302,0.9199565052986144,1,0.5152274693840422,neutral,entailment,0.66,0.15,0.64,True,0.51
295,295,242794,mnli-roberta,BartLargeMNLI,Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA., Change in national saving represents the change in lifestyle by the everyday person, Change in personal saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA. ,"('national saving', ' personal saving sum of and government for a simplified example focused on one household type IRA.')",10.14%,2,0.9333533344659041,0.8739238977432251,1,0.7105836953237564,neutral,contradiction,0.81,0.09,0.81,True,0.7200000000000001
300,300,242794,mnli-roberta,BartLargeMNLI,Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA., Change in national saving represents the change in lifestyle by the everyday person, Change in personal saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA.,"('national saving', 'personal saving sum of and government for a simplified example focused on one household type IRA.')",10.07%,2,0.9333533344659041,0.8739238977432251,1,0.7105836182445278,neutral,contradiction,0.65,0.05,0.85,True,0.6
305,305,242794,mnli-roberta,BartLargeMNLI,Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA., Change in national saving represents the change in lifestyle by the everyday person, Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of,"('represents', 'saving represents sum of personal and government for a simplified example focused on one household type')",9.73%,1,0.9429315481693704,0.8721086382865906,1,0.5946494971487531,neutral,entailment,0.69,0.04,0.95,True,0.6499999999999999
306,306,242794,mnli-roberta,BartLargeMNLI,Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA., Change in national saving represents the change in lifestyle by the everyday person, Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of,"('saving represents', 'saving represents sum of personal and government for a simplified example focused on one household type')",9.75%,2,0.9429315481693704,0.8721086382865906,1,0.7630718138376871,neutral,entailment,0.88,0.04,0.94,True,0.84
314,314,242794,mnli-roberta,BartLargeMNLI,Change in national saving represents the sum of the change in personal and government saving for a simplified example focused on one household and one type of IRA., Change in national saving represents the change in lifestyle by the everyday person, Change in national saving represents the sum of the change in personal and government saving and the change in lifestyle by the everyday person,"('represents the change', 'in saving represents the sum of change personal and government')",10.01%,3,0.9815306298331804,0.9567313194274902,1,0.8745329158855871,entailment,neutral,0.59,0.0,0.99,True,0.59
